asset_id,well_name,bha_number,equiv_bha_key,has_agitator,curve_type,bin_start_ft,bin_axis,median_rop,foot_count
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7500,distance_from_run_start,276.9,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7600,distance_from_run_start,257.1,81
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7700,distance_from_run_start,257.1,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7800,distance_from_run_start,257.1,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7900,distance_from_run_start,240.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,8000,distance_from_run_start,240.0,6
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,0,distance_from_lateral_start,80.0,156
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,250,distance_from_lateral_start,76.6,251
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,500,distance_from_lateral_start,116.1,252
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,750,distance_from_lateral_start,112.5,89
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,1000,distance_from_lateral_start,200.0,62
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,1750,distance_from_lateral_start,171.4,51
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,2000,distance_from_lateral_start,150.0,18
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,2250,distance_from_lateral_start,171.4,11
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,2500,distance_from_lateral_start,101.5,24
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,3000,distance_from_lateral_start,84.7,22
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,3250,distance_from_lateral_start,50.5,18
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,3500,distance_from_lateral_start,53.3,24
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,4000,distance_from_lateral_start,54.5,15
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,4250,distance_from_lateral_start,76.6,53
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,4750,distance_from_lateral_start,73.5,51
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,5500,distance_from_lateral_start,62.1,50
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,6000,distance_from_lateral_start,42.1,28
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,6250,distance_from_lateral_start,36.4,25
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,6750,distance_from_lateral_start,33.0,21
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,7000,distance_from_lateral_start,257.1,1
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,7250,distance_from_lateral_start,31.5,12
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,7500,distance_from_lateral_start,34.0,19
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,slide,7750,distance_from_lateral_start,211.8,1
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,0,distance_from_run_start,180.0,101
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,100,distance_from_run_start,225.0,100
